date,address,species,block,street,trap,addressnumberandstreet,latitude,longitude,addressaccuracy,wnvpresent,total_mosquitos,station,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,daylighthours
2007-08-01,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999998,9,0,20,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999998,9,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999998,9,0,3,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,0,69,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,0,2,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,0,52,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,0,18,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,0,6,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,0,6,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,51,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,3,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,5,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX TERRITANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,3,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,0,15,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,0,2,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,0,2,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,765,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,164,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,1543,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Doty Avenue, Chicago, IL, USA",CULEX SALINARIUS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,5,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Doty Avenue, Chicago, IL, USA",CULEX TERRITANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,2,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,1,219,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,0,203,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,0,477,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX SALINARIUS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Stony Island Avenue, Chicago, IL, USA",CULEX TERRITANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,0,9,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,0,2,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000002,8,0,69,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX RESTUANS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000002,8,0,12,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX PIPIENS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000002,8,0,36,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"2400 East 105th Street, Chicago, IL 60617, USA",CULEX SALINARIUS,24, E 105TH ST,T128,"2400  E 105TH ST, Chicago, IL",41.704572,-87.56566600000002,8,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",CULEX PIPIENS/RESTUANS,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000002,9,0,5,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"8000 South Kedzie Avenue, Chicago, IL 60652, USA",CULEX PIPIENS,80, S KEDZIE AVE,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.70271600000002,9,0,2,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"6500 South Racine Avenue, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,65, S RACINE AVE,T078,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.65535600000003,9,0,8,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"East 138th Street, Riverdale, IL 60827, USA",CULEX PIPIENS/RESTUANS,82, E 138TH ST,T097,"8200  E 138TH ST, Chicago, IL",41.644612,-87.60449799999998,5,0,11,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,0,4,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,0,9,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX RESTUANS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,0,3,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,0,13,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,0,3,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,0,2,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,0,378,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,0,43,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,0,88,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"South Avenue L, Chicago, IL 60617, USA",CULEX TERRITANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,0,6,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX RESTUANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX TERRITANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-01,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,0,1,2,91,69,80,63,70,0,15, ,0.0,29.34,29.98,2.1,13,3.7,11
2007-08-02,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,35,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,0,8,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,0,10,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,0,2,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,20,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,18,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,8,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX SALINARIUS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,0,3,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"South Vincennes Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,0,4,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,10,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,3,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,0,6,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,0,3,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,0,11,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,0,15,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,0,11,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,200,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,20,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,28,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.61425799999998,8,0,2,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,0,9,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,10, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8,0,1,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,0,12,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX RESTUANS,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,0,4,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX PIPIENS,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,0,5,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8,0,3,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999998,8,0,2,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000003,9,0,7,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000003,9,0,7,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX RESTUANS,64, S STONY ISLAND AVE,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8,0,1,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999998,9,0,2,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999998,9,0,1,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,0,4,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,0,3,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,0,4,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,0,1,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,53,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,57,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,0,362,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"South Stony Island Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,0,1,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,0,712,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
2007-08-02,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,0,55,2,91,73,82,66,72,0,17, ,0.0,29.31,29.95,6.5,23,7.2,11
