Overall Qual,Overall Cond,Year Built,Total Bsmt SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Garage Yr Blt,Garage Area,SalePrice,Has_remod,External_SF,Lot Shape,Garage Finish,Exter Qual,Electrical,Heating QC,Mas Vnr Type,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
6,6,1937,780.0,1376,2,7,1937.0,198.0,119500,13,0,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1940,840.0,1567,1,6,1961.0,440.0,205000,10,21,1,1.0,2,5,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,1895,736.0,1534,1,6,0.0,0.0,148000,104,112,1,0.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,5,1995,1595.0,1616,2,5,1995.0,608.0,236500,1,389,3,2.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,5,1938,1058.0,1551,2,6,1938.0,240.0,137000,12,0,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,5,1955,960.0,960,1,5,1955.0,330.0,122000,0,70,1,2.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2007,1302.0,1302,2,6,2007.0,436.0,176485,0,22,3,3.0,3,5,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1925,816.0,816,1,4,1925.0,210.0,109000,25,168,4,1.0,2,4,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1998,1502.0,1502,1,5,1998.0,286.0,330000,0,0,3,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,2008,192.0,1133,1,7,2008.0,308.0,143000,0,175,1,1.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,5,1998,1408.0,3078,2,9,1998.0,806.0,410000,0,195,3,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,5,1994,928.0,1721,2,7,1994.0,471.0,201000,0,387,3,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,4,1910,1077.0,1760,1,7,1935.0,648.0,80000,40,120,1,1.0,2,4,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,8,1945,1028.0,2320,2,9,1945.0,180.0,259500,57,224,3,1.0,2,5,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2003,1122.0,2486,3,10,2003.0,452.0,279900,1,175,3,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,7,1959,1246.0,1246,1,6,1959.0,305.0,154000,35,218,1,2.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1958,1444.0,2144,2,7,1958.0,389.0,277000,48,98,4,3.0,3,5,4.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1942,799.0,1150,1,6,1942.0,215.0,128000,8,264,1,1.0,2,4,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2007,1566.0,1600,2,7,2007.0,890.0,256300,0,56,1,2.0,3,5,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,6,1930,930.0,1755,2,7,1930.0,231.0,188000,73,40,3,1.0,2,5,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2002,1800.0,1800,2,7,2002.0,765.0,312500,0,348,1,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,5,2004,600.0,1200,2,4,2004.0,480.0,151000,1,172,1,2.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,1971,765.0,1365,1,6,1971.0,440.0,122500,0,276,1,1.0,2,5,5.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,2003,835.0,1696,2,7,2003.0,542.0,188000,0,209,1,2.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,5,2005,945.0,1809,2,8,2005.0,638.0,209700,1,198,3,2.0,3,5,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2006,2220.0,2234,1,7,2006.0,724.0,441929,0,470,3,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,5,1993,886.0,1680,2,7,1993.0,474.0,163000,1,240,3,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,8,1966,832.0,2087,2,9,1966.0,444.0,187500,41,301,3,3.0,2,5,4.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1999,1462.0,1513,2,5,1999.0,521.0,220000,1,169,1,3.0,3,5,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1967,949.0,1107,1,5,1967.0,308.0,127000,26,152,1,2.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,7,1955,0.0,827,1,5,1967.0,392.0,107500,52,0,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1914,742.0,1484,2,9,0.0,0.0,128000,87,291,1,0.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,5,1925,680.0,764,1,4,1965.0,504.0,73000,79,0,2,1.0,2,2,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,5,2003,1792.0,1792,2,6,2003.0,874.0,374000,1,255,3,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,5,2001,1479.0,2649,2,10,2001.0,746.0,421250,1,60,1,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,5,1992,808.0,1593,2,7,1993.0,389.0,178000,1,382,3,2.0,2,5,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1972,1138.0,1181,2,6,1974.0,588.0,137500,0,0,1,2.0,2,5,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1994,1986.0,1987,2,7,1994.0,691.0,301500,0,298,3,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,6,1935,583.0,1242,1,6,1926.0,180.0,105000,15,425,1,1.0,2,3,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,7,1968,976.0,976,1,4,1968.0,504.0,157500,36,94,1,2.0,2,5,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,3,1901,969.0,1214,1,6,1920.0,216.0,117000,49,0,1,1.0,2,4,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,6,1962,864.0,864,1,5,1962.0,336.0,105000,0,0,1,1.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1936,1064.0,1639,1,6,1936.0,240.0,115000,14,0,1,1.0,2,4,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,5,2008,1736.0,1736,2,7,2008.0,834.0,360000,0,409,1,2.0,4,5,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,5,1979,0.0,1535,2,8,1979.0,400.0,118858,0,0,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,8,1966,800.0,1632,1,7,1966.0,484.0,173000,34,40,1,1.0,2,5,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,5,1890,630.0,725,1,4,1959.0,320.0,78500,108,30,1,1.0,2,4,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,5,2004,840.0,1720,2,7,2004.0,440.0,183500,0,148,3,3.0,3,5,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,1953,936.0,936,1,4,1974.0,576.0,93000,0,32,1,1.0,1,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,5,2003,1406.0,1589,2,7,2003.0,630.0,226500,0,163,1,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1993,799.0,1571,2,7,1993.0,380.0,178000,1,40,3,2.0,3,5,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,2003,1453.0,1479,2,7,2003.0,558.0,226000,0,173,3,2.0,3,5,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,1969,784.0,1632,1,7,1969.0,898.0,173000,0,173,3,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1965,864.0,864,1,5,1965.0,360.0,62383,0,0,3,1.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,5,2008,1452.0,2713,2,11,2008.0,858.0,446261,0,192,3,3.0,4,5,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,8,1926,624.0,1479,1,6,1926.0,312.0,160000,71,530,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,5,2004,1393.0,1576,2,7,2004.0,668.0,219990,0,163,1,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1999,1468.0,1479,2,6,1999.0,577.0,191000,1,145,3,2.0,3,5,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,1925,756.0,1060,1,6,1969.0,308.0,136500,69,65,1,1.0,2,4,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1958,0.0,943,1,5,1958.0,308.0,80000,36,0,3,1.0,2,5,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1988,1204.0,2183,2,9,1988.0,786.0,229000,0,0,3,1.0,3,5,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,5,1993,1050.0,1949,2,8,1993.0,574.0,236000,1,246,1,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,5,2006,1824.0,1824,2,8,2006.0,932.0,392000,1,196,3,3.0,4,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,5,1927,720.0,1930,2,8,1927.0,316.0,149000,23,0,1,1.0,2,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,1998,970.0,2393,2,7,1998.0,846.0,345000,1,90,3,3.0,4,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,8,1900,716.0,2014,2,8,1900.0,624.0,169000,105,72,1,1.0,3,4,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,5,1946,484.0,1242,1,4,1946.0,336.0,109900,4,0,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1993,996.0,2000,2,9,1993.0,650.0,188000,1,238,1,3.0,2,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1939,780.0,1412,1,6,1939.0,280.0,132500,11,45,1,1.0,2,3,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,1994,990.0,990,1,5,1995.0,440.0,143000,0,66,1,2.0,2,5,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1951,1342.0,1342,1,7,1951.0,256.0,125000,0,0,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,2005,1868.0,1868,2,7,2005.0,1085.0,415000,0,410,3,3.0,4,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,7,1910,622.0,1363,1,6,1966.0,528.0,125500,40,0,1,1.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,6,1958,1240.0,1632,2,6,1958.0,338.0,139000,30,289,1,2.0,2,5,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,5,2008,1722.0,2296,2,10,2008.0,842.0,451950,0,656,3,2.0,4,5,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,5,1959,1678.0,1678,2,10,0.0,0.0,119900,0,0,1,0.0,2,5,3.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2001,1267.0,1296,2,6,2001.0,471.0,220000,1,217,3,3.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,6,1971,1587.0,1587,2,7,1971.0,525.0,167300,0,44,1,1.0,2,5,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1941,720.0,1298,1,6,1940.0,256.0,122000,9,84,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1963,1728.0,1728,2,10,1963.0,504.0,125000,0,0,1,1.0,2,5,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,6,1957,928.0,928,1,5,1957.0,288.0,112500,0,0,1,3.0,2,4,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,5,2005,879.0,1795,2,7,2005.0,578.0,191000,1,275,1,2.0,3,5,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1958,1080.0,1080,1,5,1958.0,288.0,136000,0,0,1,1.0,2,5,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1998,866.0,1779,2,6,1998.0,546.0,197900,0,234,1,2.0,2,5,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,1910,485.0,1635,1,5,1950.0,255.0,117000,93,394,1,1.0,2,5,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,5,2006,1199.0,1220,2,6,2006.0,632.0,194000,0,159,1,2.0,3,5,5.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,2001,1310.0,1310,1,5,2001.0,545.0,285000,0,322,3,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,7,1940,644.0,1355,2,6,0.0,0.0,127500,59,140,1,0.0,2,5,4.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1992,1095.0,2295,2,9,1992.0,590.0,268000,8,40,3,2.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,8,1900,1075.0,1798,2,7,1935.0,342.0,137000,50,0,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,7,1967,1620.0,1620,2,8,1967.0,578.0,215000,0,62,3,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,5,1955,1216.0,1216,1,5,1955.0,336.0,129500,0,0,1,2.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,4,1936,896.0,1344,1,7,1936.0,240.0,115000,14,314,1,1.0,2,4,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,1925,747.0,1159,1,5,1932.0,288.0,114000,25,84,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,4,1966,1056.0,1056,1,5,1966.0,384.0,107000,0,42,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,5,1947,832.0,1216,1,6,1947.0,336.0,118500,3,158,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1929,862.0,1158,1,5,1929.0,208.0,120000,21,0,1,2.0,2,5,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2005,1538.0,1538,2,7,2005.0,484.0,260000,0,186,1,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,1959,1143.0,1143,1,6,1959.0,308.0,136000,0,0,3,2.0,2,5,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1971,858.0,872,1,5,1974.0,480.0,123000,0,0,1,1.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1920,319.0,1406,1,6,0.0,0.0,89500,30,144,3,0.0,2,4,3.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,2005,1324.0,1324,2,6,2005.0,430.0,199500,0,59,3,3.0,3,5,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,1966,876.0,904,1,6,1966.0,408.0,109900,0,0,3,1.0,2,5,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,9,1926,1276.0,2080,1,9,1926.0,282.0,234000,78,0,1,1.0,3,5,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,2004,848.0,848,1,3,2004.0,420.0,155900,0,140,1,2.0,3,5,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,1957,1104.0,1788,1,8,1957.0,304.0,161500,32,120,1,1.0,2,4,5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1958,819.0,1344,1,7,1958.0,525.0,137500,0,118,3,2.0,2,4,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,3,1910,840.0,2256,2,12,0.0,0.0,76500,40,18,1,0.0,2,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,5,1988,1151.0,2060,2,8,1988.0,521.0,211000,1,228,3,1.0,3,5,3.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,1998,1405.0,1337,2,5,1998.0,511.0,181000,1,212,1,3.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,7,1966,1127.0,1165,1,6,1966.0,490.0,174900,0,129,1,2.0,2,5,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,6,1966,1164.0,1320,1,6,1966.0,564.0,164500,0,228,3,2.0,2,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,5,2004,1517.0,1535,2,7,2004.0,532.0,214000,0,0,3,2.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,6,1980,738.0,2044,2,7,1980.0,489.0,185000,8,101,1,1.0,2,5,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,7,1929,704.0,1136,1,6,1990.0,336.0,123000,21,365,1,1.0,2,5,5.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,1979,1001.0,1299,2,5,1979.0,486.0,183500,0,84,3,2.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,1999,776.0,1441,2,5,1999.0,492.0,174000,1,206,1,1.0,3,5,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,1953,1073.0,1630,2,6,1953.0,649.0,130000,0,64,3,1.0,2,5,3.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,1925,728.0,1641,1,6,1925.0,546.0,178000,65,0,1,1.0,2,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,5,1997,928.0,1629,2,6,1997.0,482.0,189900,1,246,3,3.0,2,5,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,2003,848.0,848,1,4,2003.0,420.0,144000,1,140,1,3.0,3,5,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,1930,816.0,816,1,5,2002.0,432.0,120500,77,0,1,1.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,1994,1097.0,1097,1,6,1995.0,672.0,145000,1,456,1,1.0,2,5,5.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,2000,1494.0,1652,2,6,2000.0,499.0,251000,0,144,1,2.0,3,5,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,5,1968,1768.0,1768,2,8,0.0,0.0,136500,0,0,1,0.0,2,5,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,5,1955,0.0,1152,2,6,0.0,0.0,82500,0,0,1,0.0,2,3,3.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,1910,0.0,810,1,4,1975.0,280.0,57625,40,143,1,1.0,1,4,3.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
